state;action_reward;n_state
331&4|129&3|351&3|301&3|340&5|539&3|358&2|126&3|690&4|326&4|258&4|315&5;15&4|1084&3|13&4|124&3;331&4|129&3|351&3|301&3|340&5|539&3|358&2|126&3|690&4|326&4|258&4|315&5|15&4|1084&3|13&4|124&3
222&1|203&3|1217&4|234&4|147&1|986&2|356&3|1073&3|546&5|1597&1|452&4|22&4;864&3|559&4|1215&3|779&3;222&1|203&3|1217&4|234&4|147&1|986&2|356&3|1073&3|546&5|1597&1|452&4|22&4|864&3|559&4|1215&3|779&3
701&4|192&2|318&5|603&4|483&4|144&4|127&4|185&4|195&4|709&4|181&3|96&4;216&3|478&4|111&3|28&4;701&4|192&2|318&5|603&4|483&4|144&4|127&4|185&4|195&4|709&4|181&3|96&4|216&3|478&4|111&3|28&4
215&4|528&4|187&5|22&4|423&5|269&4|678&1|855&4|179&4|294&3|519&5|325&2;387&3|209&5|208&4|708&2;215&4|528&4|187&5|22&4|423&5|269&4|678&1|855&4|179&4|294&3|519&5|325&2|387&3|209&5|208&4|708&2
962&2|277&3|15&4|77&4|147&3|286&3|356&4|69&4|97&5|243&2|333&3|655&4;980&1|569&3|581&1|1401&1;962&2|277&3|15&4|77&4|147&3|286&3|356&4|69&4|97&5|243&2|333&3|655&4|980&1|569&3|581&1|1401&1
15&5|685&4|255&4|591&4|689&4|274&3|300&5|597&5|257&4|756&5|222&4|471&5;751&5|1165&3|240&1|820&2;15&5|685&4|255&4|591&4|689&4|274&3|300&5|597&5|257&4|756&5|222&4|471&5|751&5|1165&3|240&1|820&2
751&2|613&4|435&5|95&3|968&4|174&5|227&3|89&5|134&3|230&3|431&3|202&5;696&2|288&1|97&4|451&4;751&2|613&4|435&5|95&3|968&4|174&5|227&3|89&5|134&3|230&3|431&3|202&5|696&2|288&1|97&4|451&4
47&4|288&4|174&3|102&4|43&2|715&4|26&3|1206&3|172&3|1522&2|313&5|287&4;161&4|111&4|65&4|546&3;47&4|288&4|174&3|102&4|43&2|715&4|26&3|1206&3|172&3|1522&2|313&5|287&4|161&4|111&4|65&4|546&3
132&5|66&4|419&5|455&3|131&4|203&4|258&3|117&4|181&5|237&5|122&2|929&1;739&4|227&4|140&3|194&3;132&5|66&4|419&5|455&3|131&4|203&4|258&3|117&4|181&5|237&5|122&2|929&1|739&4|227&4|140&3|194&3
195&4|196&4|455&3|972&3|46&3|85&3|12&5|482&5|435&5|205&5|175&5|77&3;779&2|333&4|261&3|566&4;195&4|196&4|455&3|972&3|46&3|85&3|12&5|482&5|435&5|205&5|175&5|77&3|779&2|333&4|261&3|566&4
258&4|481&1|318&1|515&1|96&4|173&2|1&3|204&3|286&1|195&4|242&3|423&3;179&1|484&4|191&2|283&3;258&4|481&1|318&1|515&1|96&4|173&2|1&3|204&3|286&1|195&4|242&3|423&3|179&1|484&4|191&2|283&3
806&3|127&4|484&4|154&4|151&3|286&3|1019&3|275&3|56&5|12&4|521&4|175&3;664&5|137&4|124&4|922&5;806&3|127&4|484&4|154&4|151&3|286&3|1019&3|275&3|56&5|12&4|521&4|175&3|664&5|137&4|124&4|922&5
1014&1|181&4|322&4|358&2|825&3|7&5|328&3|257&5|477&1|259&4|1115&3|1&4;357&4|827&3|523&4|22&5;1014&1|181&4|322&4|358&2|825&3|7&5|328&3|257&5|477&1|259&4|1115&3|1&4|357&4|827&3|523&4|22&5
187&4|481&5|524&5|170&5|486&4|724&4|176&3|483&5|921&5|100&5|432&5|183&4;657&4|495&4|478&4|1121&5;187&4|481&5|524&5|170&5|486&4|724&4|176&3|483&5|921&5|100&5|432&5|183&4|657&4|495&4|478&4|1121&5
977&3|271&4|100&2|678&3|333&4|1&4|328&4|405&3|871&2|260&3|1028&3|471&4;829&3|546&4|472&5|840&3;977&3|271&4|100&2|678&3|333&4|1&4|328&4|405&3|871&2|260&3|1028&3|471&4|829&3|546&4|472&5|840&3
1272&1|983&2|1323&1|302&2|1120&1|476&4|980&1|1390&1|1355&1|845&3|1372&1|683&1;924&3|925&2|1326&1|1150&1;1272&1|983&2|1323&1|302&2|1120&1|476&4|980&1|1390&1|1355&1|845&3|1372&1|683&1|924&3|925&2|1326&1|1150&1
100&3|405&3|338&4|117&4|538&3|7&4|121&4|1&5|751&4|300&3|683&2|342&4;25&3|282&4|15&3|9&4;100&3|405&3|338&4|117&4|538&3|7&4|121&4|1&5|751&4|300&3|683&2|342&4|25&3|282&4|15&3|9&4
687&2|259&3|127&4|269&3|327&2|50&5|988&1|298&3|294&3|748&1|307&2|286&2;990&2|1254&2|1023&3|720&2;687&2|259&3|127&4|269&3|327&2|50&5|988&1|298&3|294&3|748&1|307&2|286&2|990&2|1254&2|1023&3|720&2
191&3|250&4|255&2|732&3|176&4|652&4|357&3|751&4|515&4|208&3|216&4|238&4;135&5|210&3|165&3|640&3;191&3|250&4|255&2|732&3|176&4|652&4|357&3|751&4|515&4|208&3|216&4|238&4|135&5|210&3|165&3|640&3
597&3|476&3|313&3|255&3|15&4|748&4|405&4|471&5|127&3|121&4|181&4|866&3;126&5|924&5|289&4|846&4;597&3|476&3|313&3|255&3|15&4|748&4|405&4|471&5|127&3|121&4|181&4|866&3|126&5|924&5|289&4|846&4
7&4|550&3|215&5|189&5|210&5|731&4|735&4|283&2|238&2|418&4|12&5|140&4;402&4|120&4|1057&2|411&3;7&4|550&3|215&5|189&5|210&5|731&4|735&4|283&2|238&2|418&4|12&5|140&4|402&4|120&4|1057&2|411&3
328&4|323&2|355&4|271&3|351&3|245&4|299&4|331&4|313&4|268&3|326&3|683&2;260&4|350&5|678&2|748&5;328&4|323&2|355&4|271&3|351&3|245&4|299&4|331&4|313&4|268&3|326&3|683&2|260&4|350&5|678&2|748&5
351&5|326&4|300&5|1612&5|898&3|873&3|263&2|264&4|343&5|687&3|299&2|751&5;310&4|878&2|539&4|892&3;351&5|326&4|300&5|1612&5|898&3|873&3|263&2|264&4|343&5|687&3|299&2|751&5|310&4|878&2|539&4|892&3
452&5|419&5|218&5|684&5|164&5|754&4|267&3|898&4|946&5|307&4|411&3|135&3;99&5|4&5|1&5|66&5;452&5|419&5|218&5|684&5|164&5|754&4|267&3|898&4|946&5|307&4|411&3|135&3|99&5|4&5|1&5|66&5
881&4|248&3|596&4|1049&3|28&4|24&5|118&4|552&5|541&3|121&5|2&4|501&5;343&4|890&4|565&3|752&5;881&4|248&3|596&4|1049&3|28&4|24&5|118&4|552&5|541&3|121&5|2&4|501&5|343&4|890&4|565&3|752&5
117&3|181&4|127&4|405&4|323&2|1289&3|301&3|544&4|285&5|25&4|741&4|1047&3;312&4|272&5|905&4|824&2;117&3|181&4|127&4|405&4|323&2|1289&3|301&3|544&4|285&5|25&4|741&4|1047&3|312&4|272&5|905&4|824&2
272&4|876&2|302&4|288&3|307&4|331&3|333&2|690&5|245&3|892&2|313&5|289&1;270&4|332&4|66&4|750&3;272&4|876&2|302&4|288&3|307&4|331&3|333&2|690&5|245&3|892&2|313&5|289&1|270&4|332&4|66&4|750&3
924&4|287&4|1040&4|143&4|71&4|134&4|69&5|239&3|7&4|1009&4|210&4|833&3;238&4|133&3|156&5|194&3;924&4|287&4|1040&4|143&4|71&4|134&4|69&5|239&3|7&4|1009&4|210&4|833&3|238&4|133&3|156&5|194&3
228&3|200&3|192&3|71&3|144&4|258&5|7&4|173&4|181&4|132&3|50&5|197&3;118&2|483&4|1&4|8&4;228&3|200&3|192&3|71&3|144&4|258&5|7&4|173&4|181&4|132&3|50&5|197&3|118&2|483&4|1&4|8&4
318&5|717&3|596&4|294&2|632&3|64&5|273&1|523&2|255&3|176&2|661&3|57&5;183&2|510&3|185&5|199&4;318&5|717&3|596&4|294&2|632&3|64&5|273&1|523&2|255&3|176&2|661&3|57&5|183&2|510&3|185&5|199&4
1&4|285&5|14&5|100&3|276&5|151&5|7&5|137&4|150&5|121&3|269&4|9&4;117&4|20&4|248&4|24&4;1&4|285&5|14&5|100&3|276&5|151&5|7&5|137&4|150&5|121&3|269&4|9&4|117&4|20&4|248&4|24&4
306&5|100&5|405&3|604&5|705&5|134&5|212&1|269&4|191&4|50&5|79&4|275&5;223&4|181&4|615&5|494&3;306&5|100&5|405&3|604&5|705&5|134&5|212&1|269&4|191&4|50&5|79&4|275&5|223&4|181&4|615&5|494&3
166&5|29&4|9&4|117&4|977&2|125&3|162&3|70&3|253&3|1149&3|294&3|202&4;3&1|1303&2|451&4|679&3;166&5|29&4|9&4|117&4|977&2|125&3|162&3|70&3|253&3|1149&3|294&3|202&4|3&1|1303&2|451&4|679&3
475&2|127&4|597&3|258&4|286&1|300&5|1&3|248&4|237&4|257&3|282&3|471&5;535&4|825&3|280&4|763&4;475&2|127&4|597&3|258&4|286&1|300&5|1&3|248&4|237&4|257&3|282&3|471&5|535&4|825&3|280&4|763&4
121&3|222&4|125&4|50&5|596&4|109&3|243&4|111&4|328&4|926&4|300&3|471&4;95&5|225&4|71&4|411&3;121&3|222&4|125&4|50&5|596&4|109&3|243&4|111&4|328&4|926&4|300&3|471&4|95&5|225&4|71&4|411&3
79&4|744&2|123&1|1129&4|752&1|1051&1|340&5|302&1|504&3|979&2|257&2|150&2;346&5|1143&4|460&2|56&5;79&4|744&2|123&1|1129&4|752&1|1051&1|340&5|302&1|504&3|979&2|257&2|150&2|346&5|1143&4|460&2|56&5
154&4|12&4|171&4|169&4|64&4|475&4|58&4|186&5|192&5|357&5|11&3|196&3;175&5|32&4|428&4|127&5;154&4|12&4|171&4|169&4|64&4|475&4|58&4|186&5|192&5|357&5|11&3|196&3|175&5|32&4|428&4|127&5
521&3|554&3|77&3|515&4|210&4|432&2|1427&5|815&2|1255&2|203&3|98&5|588&3;663&2|516&3|419&4|684&4;521&3|554&3|77&3|515&4|210&4|432&2|1427&5|815&2|1255&2|203&3|98&5|588&3|663&2|516&3|419&4|684&4
275&5|431&2|522&5|327&3|185&4|1105&2|346&4|647&4|494&4|303&4|515&4|135&4;153&4|971&4|419&5|1134&4;275&5|431&2|522&5|327&3|185&4|1105&2|346&4|647&4|494&4|303&4|515&4|135&4|153&4|971&4|419&5|1134&4
358&4|245&2|129&4|289&2|876&4|455&3|7&4|294&4|117&5|118&3|328&4|9&3;831&1|840&2|597&2|363&3;358&4|245&2|129&4|289&2|876&4|455&3|7&4|294&4|117&5|118&3|328&4|9&3|831&1|840&2|597&2|363&3
319&4|591&4|321&5|342&2|150&5|276&2|473&4|908&3|269&4|137&3|13&3|268&5;846&3|762&4|1017&4|7&2;319&4|591&4|321&5|342&2|150&5|276&2|473&4|908&3|269&4|137&3|13&3|268&5|846&3|762&4|1017&4|7&2
306&3|313&5|304&4|301&4|269&4|749&4|300&4|294&3|895&4|690&3|258&5|288&4;328&3|343&4|332&2|323&4;306&3|313&5|304&4|301&4|269&4|749&4|300&4|294&3|895&4|690&3|258&5|288&4|328&3|343&4|332&2|323&4
220&3|692&5|245&3|301&2|305&4|287&3|663&3|311&4|310&4|262&4|283&4|274&3;900&3|316&3|347&4|1602&3;220&3|692&5|245&3|301&2|305&4|287&3|663&3|311&4|310&4|262&4|283&4|274&3|900&3|316&3|347&4|1602&3
222&4|473&3|214&3|197&4|546&2|230&4|1&4|181&4|208&4|79&4|132&4|257&4;820&1|1146&3|1133&3|431&3;222&4|473&3|214&3|197&4|546&2|230&4|1&4|181&4|208&4|79&4|132&4|257&4|820&1|1146&3|1133&3|431&3
286&5|325&2|313&3|97&5|318&5|11&5|198&5|1459&4|273&5|191&4|183&5|302&4;50&5|1&4|56&5|265&4;286&5|325&2|313&3|97&5|318&5|11&5|198&5|1459&4|273&5|191&4|183&5|302&4|50&5|1&4|56&5|265&4
55&2|157&5|179&5|478&4|132&4|770&3|655&5|451&4|29&2|419&1|1119&4|176&5;1091&4|145&4|573&4|1542&4;55&2|157&5|179&5|478&4|132&4|770&3|655&5|451&4|29&2|419&1|1119&4|176&5|1091&4|145&4|573&4|1542&4
526&4|1401&4|462&4|139&3|79&3|228&4|1439&3|378&4|634&3|509&5|514&5|432&5;887&3|259&2|268&4|151&5;526&4|1401&4|462&4|139&3|79&3|228&4|1439&3|378&4|634&3|509&5|514&5|432&5|887&3|259&2|268&4|151&5
315&4|286&3|886&4|288&3|301&4|289&4|310&4|877&2|294&3|873&2|346&4|307&4;323&2|338&2|1527&2|682&2;315&4|286&3|886&4|288&3|301&4|289&4|310&4|877&2|294&3|873&2|346&4|307&4|323&2|338&2|1527&2|682&2
967&2|273&4|176&4|182&5|72&3|7&2|177&4|89&4|616&1|127&5|237&4|151&4;144&4|1231&3|67&3|1210&3;967&2|273&4|176&4|182&5|72&3|7&2|177&4|89&4|616&1|127&5|237&4|151&4|144&4|1231&3|67&3|1210&3
289&3|82&4|98&4|50&4|276&3|410&2|1132&2|97&3|405&4|110&3|237&4|117&3;5&3|566&3|172&3|581&3;289&3|82&4|98&4|50&4|276&3|410&2|1132&2|97&3|405&4|110&3|237&4|117&3|5&3|566&3|172&3|581&3
1152&1|845&3|413&2|597&3|1017&5|1001&1|1059&1|273&5|546&3|117&4|508&4|1048&4;301&4|79&5|427&4|1047&3;1152&1|845&3|413&2|597&3|1017&5|1001&1|1059&1|273&5|546&3|117&4|508&4|1048&4|301&4|79&5|427&4|1047&3
166&5|300&4|275&3|271&3|194&4|605&1|318&5|898&4|664&3|251&5|887&5|657&5;915&4|663&5|208&4|182&2;166&5|300&4|275&3|271&3|194&4|605&1|318&5|898&4|664&3|251&5|887&5|657&5|915&4|663&5|208&4|182&2
750&4|258&5|260&1|898&2|270&2|326&2|286&5|331&4|300&3|301&3|358&1|245&4;332&5|313&5|333&4|272&5;750&4|258&5|260&1|898&2|270&2|326&2|286&5|331&4|300&3|301&3|358&1|245&4|332&5|313&5|333&4|272&5
98&5|69&3|1197&3|258&3|298&5|546&3|930&3|127&2|1&4|252&2|687&3|257&3;550&3|216&5|174&3|96&4;98&5|69&3|1197&3|258&3|298&5|546&3|930&3|127&2|1&4|252&2|687&3|257&3|550&3|216&5|174&3|96&4
319&1|284&3|23&2|654&5|475&4|493&4|236&4|237&3|100&5|12&5|696&3|408&5;340&4|45&5|900&5|190&4;319&1|284&3|23&2|654&5|475&4|493&4|236&4|237&3|100&5|12&5|696&3|408&5|340&4|45&5|900&5|190&4
235&5|482&3|508&2|114&5|357&4|58&4|293&3|209&4|12&3|1462&4|1121&4|134&5;652&5|325&4|122&3|262&4;235&5|482&3|508&2|114&5|357&4|58&4|293&3|209&4|12&3|1462&4|1121&4|134&5|652&5|325&4|122&3|262&4
190&4|210&4|69&4|499&5|275&5|133&5|471&4|28&5|168&4|117&5|485&3|132&3;1141&4|949&4|380&4|274&4;190&4|210&4|69&4|499&5|275&5|133&5|471&4|28&5|168&4|117&5|485&3|132&3|1141&4|949&4|380&4|274&4
258&4|365&5|58&4|28&5|183&5|318&5|69&5|234&4|323&3|755&5|43&3|841&3;771&4|586&4|449&5|866&4;258&4|365&5|58&4|28&5|183&5|318&5|69&5|234&4|323&3|755&5|43&3|841&3|771&4|586&4|449&5|866&4
133&2|210&3|94&2|717&4|756&3|151&3|411&3|1033&5|597&4|1047&3|596&4|473&2;50&4|894&1|258&4|181&4;133&2|210&3|94&2|717&4|756&3|151&3|411&3|1033&5|597&4|1047&3|596&4|473&2|50&4|894&1|258&4|181&4
275&4|751&4|251&5|328&5|748&1|100&5|300&4|272&5|306&5|245&4|50&5|515&4;269&4|678&3|271&3|916&3;275&4|751&4|251&5|328&5|748&1|100&5|300&4|272&5|306&5|245&4|50&5|515&4|269&4|678&3|271&3|916&3
942&4|174&4|469&4|160&4|31&4|228&4|82&4|421&4|501&4|625&4|1140&2|739&2;1014&4|412&2|932&2|1032&2;942&4|174&4|469&4|160&4|31&4|228&4|82&4|421&4|501&4|625&4|1140&2|739&2|1014&4|412&2|932&2|1032&2
275&5|603&4|100&5|19&3|86&5|750&4|137&4|14&5|179&5|285&5|251&5|127&5;301&3|319&4|288&3|116&4;275&5|603&4|100&5|19&3|86&5|750&4|137&4|14&5|179&5|285&5|251&5|127&5|301&3|319&4|288&3|116&4
15&4|300&4|67&4|1136&4|65&5|250&4|142&4|532&3|1469&3|117&5|1147&4|297&4;347&4|258&5|317&5|127&5;15&4|300&4|67&4|1136&4|65&5|250&4|142&4|532&3|1469&3|117&5|1147&4|297&4|347&4|258&5|317&5|127&5
25&3|51&3|371&3|584&3|866&5|15&4|50&4|478&5|126&5|476&2|9&3|117&4;193&4|223&5|143&4|301&4;25&3|51&3|371&3|584&3|866&5|15&4|50&4|478&5|126&5|476&2|9&3|117&4|193&4|223&5|143&4|301&4
302&5|195&4|69&4|1061&4|47&3|336&3|606&5|504&5|491&3|1050&4|699&4|286&4;546&4|530&3|493&4|73&3;302&5|195&4|69&4|1061&4|47&3|336&3|606&5|504&5|491&3|1050&4|699&4|286&4|546&4|530&3|493&4|73&3
684&3|1118&3|1436&3|832&3|170&4|1049&3|986&3|185&4|515&5|1046&4|208&4|286&2;1242&5|158&3|470&3|302&4;684&3|1118&3|1436&3|832&3|170&4|1049&3|986&3|185&4|515&5|1046&4|208&4|286&2|1242&5|158&3|470&3|302&4
180&4|181&5|213&4|727&5|546&2|201&4|431&4|204&4|421&4|55&4|602&4|173&5;1608&2|455&4|54&3|66&3;180&4|181&5|213&4|727&5|546&2|201&4|431&4|204&4|421&4|55&4|602&4|173&5|1608&2|455&4|54&3|66&3
300&1|242&3|306&4|344&2|896&2|272&2|340&2|882&2|889&2|347&4|269&3|303&4;319&4|321&3|315&4|900&4;300&1|242&3|306&4|344&2|896&2|272&2|340&2|882&2|889&2|347&4|269&3|303&4|319&4|321&3|315&4|900&4
245&2|100&3|288&4|508&4|1012&4|248&4|257&4|591&3|9&3|455&2|475&5|50&4;118&3|111&3|866&3|405&4;245&2|100&3|288&4|508&4|1012&4|248&4|257&4|591&3|9&3|455&2|475&5|50&4|118&3|111&3|866&3|405&4
121&3|597&3|24&4|50&4|1016&4|7&3|118&3|840&5|323&4|685&4|181&3|222&4;825&4|281&3|546&2|982&3;121&3|597&3|24&4|50&4|1016&4|7&3|118&3|840&5|323&4|685&4|181&3|222&4|825&4|281&3|546&2|982&3
175&4|59&5|198&4|479&2|100&4|454&3|234&4|286&4|506&2|486&3|190&3|653&3;268&5|81&5|467&3|306&5;175&4|59&5|198&4|479&2|100&4|454&3|234&4|286&4|506&2|486&3|190&3|653&3|268&5|81&5|467&3|306&5
134&5|749&5|288&3|878&5|1025&5|266&5|877&5|114&5|48&5|191&5|173&4|135&4;333&3|1007&5|328&3|276&5;134&5|749&5|288&3|878&5|1025&5|266&5|877&5|114&5|48&5|191&5|173&4|135&4|333&3|1007&5|328&3|276&5
199&5|427&4|180&4|261&3|519&5|226&5|12&3|127&4|87&4|197&4|1556&3|318&5;94&3|523&4|524&3|73&4;199&5|427&4|180&4|261&3|519&5|226&5|12&3|127&4|87&4|197&4|1556&3|318&5|94&3|523&4|524&3|73&4
487&4|474&4|114&3|611&2|51&2|272&5|484&3|378&3|136&3|286&3|746&2|173&2;86&2|686&2|607&2|498&3;487&4|474&4|114&3|611&2|51&2|272&5|484&3|378&3|136&3|286&3|746&2|173&2|86&2|686&2|607&2|498&3
98&4|748&4|524&5|322&3|478&4|64&5|304&3|692&5|178&5|182&5|672&1|603&5;8&2|170&5|650&5|1&5;98&4|748&4|524&5|322&3|478&4|64&5|304&3|692&5|178&5|182&5|672&1|603&5|8&2|170&5|650&5|1&5
161&4|50&3|321&4|255&4|2&3|181&4|892&4|164&4|313&5|751&3|174&5|259&4;539&3|28&4|683&3|678&2;161&4|50&3|321&4|255&4|2&3|181&4|892&4|164&4|313&5|751&3|174&5|259&4|539&3|28&4|683&3|678&2
1134&1|55&4|77&2|947&3|199&5|89&5|673&2|660&4|732&3|458&3|1267&4|135&4;679&3|797&4|33&1|550&1;1134&1|55&4|77&2|947&3|199&5|89&5|673&2|660&4|732&3|458&3|1267&4|135&4|679&3|797&4|33&1|550&1
393&4|227&5|58&4|1222&4|475&1|1060&4|1&4|98&4|930&3|1161&3|367&3|5&3;452&2|449&5|542&3|395&3;393&4|227&5|58&4|1222&4|475&1|1060&4|1&4|98&4|930&3|1161&3|367&3|5&3|452&2|449&5|542&3|395&3
826&3|1084&4|501&4|432&4|553&4|1047&2|465&4|427&4|38&3|118&4|452&3|99&4;255&3|181&5|993&4|1030&3;826&3|1084&4|501&4|432&4|553&4|1047&2|465&4|427&4|38&3|118&4|452&3|99&4|255&3|181&5|993&4|1030&3
673&3|210&5|1174&3|87&4|322&4|111&4|43&4|8&3|134&4|50&5|289&2|15&4;313&5|103&3|1142&4|1173&4;673&3|210&5|1174&3|87&4|322&4|111&4|43&4|8&3|134&4|50&5|289&2|15&4|313&5|103&3|1142&4|1173&4
174&5|528&5|742&4|483&4|304&3|97&3|4&3|289&1|432&3|477&4|238&1|178&3;286&2|411&3|655&4|403&3;174&5|528&5|742&4|483&4|304&3|97&3|4&3|289&1|432&3|477&4|238&1|178&3|286&2|411&3|655&4|403&3
343&3|1024&4|292&4|538&4|286&5|326&5|880&2|751&4|888&4|322&5|359&4|311&4;750&5|898&5|754&5|312&5;343&3|1024&4|292&4|538&4|286&5|326&5|880&2|751&4|888&4|322&5|359&4|311&4|750&5|898&5|754&5|312&5
926&1|118&2|763&1|713&2|276&5|286&5|275&5|471&3|181&5|111&3|282&1|237&5;405&3|411&1|1028&4|1047&1;926&1|118&2|763&1|713&2|276&5|286&5|275&5|471&3|181&5|111&3|282&1|237&5|405&3|411&1|1028&4|1047&1
137&2|717&3|174&5|240&1|234&4|1194&4|411&3|443&5|17&2|118&5|761&3|597&4;1094&4|424&1|150&4|963&5;137&2|717&3|174&5|240&1|234&4|1194&4|411&3|443&5|17&2|118&5|761&3|597&4|1094&4|424&1|150&4|963&5
602&4|655&5|7&5|519&5|198&4|55&4|286&4|83&4|268&5|276&4|708&5|258&4;12&5|265&4|425&5|239&2;602&4|655&5|7&5|519&5|198&4|55&4|286&4|83&4|268&5|276&4|708&5|258&4|12&5|265&4|425&5|239&2
1592&3|1022&2|1463&1|1238&2|904&3|1399&3|306&2|313&4|346&3|242&4|1434&4|268&3;286&5|909&4|340&1|750&3;1592&3|1022&2|1463&1|1238&2|904&3|1399&3|306&2|313&4|346&3|242&4|1434&4|268&3|286&5|909&4|340&1|750&3
99&4|252&4|64&5|126&5|235&5|318&5|15&5|172&5|105&4|283&5|133&5|121&4;575&4|963&5|63&3|94&4;99&4|252&4|64&5|126&5|235&5|318&5|15&5|172&5|105&4|283&5|133&5|121&4|575&4|963&5|63&3|94&4
926&4|50&5|298&4|815&3|461&5|952&4|9&5|208&4|748&4|117&5|108&4|742&3;347&4|340&5|268&4|895&2;926&4|50&5|298&4|815&3|461&5|952&4|9&5|208&4|748&4|117&5|108&4|742&3|347&4|340&5|268&4|895&2
823&2|148&3|333&5|295&3|327&5|24&1|328&4|257&4|1088&3|742&5|118&4|546&3;1016&4|871&5|307&4|298&4;823&2|148&3|333&5|295&3|327&5|24&1|328&4|257&4|1088&3|742&5|118&4|546&3|1016&4|871&5|307&4|298&4
866&2|148&4|175&3|290&4|1132&3|1016&3|742&3|25&4|926&3|235&2|544&4|286&2;227&2|157&4|27&3|484&5;866&2|148&4|175&3|290&4|1132&3|1016&3|742&3|25&4|926&3|235&2|544&4|286&2|227&2|157&4|27&3|484&5
293&4|275&5|525&5|181&3|273&3|568&4|121&4|176&4|530&4|116&5|56&5|471&4;208&5|652&4|202&5|659&5;293&4|275&5|525&5|181&3|273&3|568&4|121&4|176&4|530&4|116&5|56&5|471&4|208&5|652&4|202&5|659&5
58&4|307&5|682&2|887&3|875&4|12&5|271&4|176&4|292&4|865&3|270&3|246&5;892&3|197&5|346&2|750&4;58&4|307&5|682&2|887&3|875&4|12&5|271&4|176&4|292&4|865&3|270&3|246&5|892&3|197&5|346&2|750&4
315&4|294&4|525&5|347&4|752&5|882&3|306&5|301&2|302&3|286&5|538&4|288&5;173&5|22&5|603&5|923&5;315&4|294&4|525&5|347&4|752&5|882&3|306&5|301&2|302&3|286&5|538&4|288&5|173&5|22&5|603&5|923&5
988&2|328&3|294&1|245&2|258&3|307&4|748&1|303&2|323&2|301&4|309&2|271&4;358&3|266&2|680&2|879&2;988&2|328&3|294&1|245&2|258&3|307&4|748&1|303&2|323&2|301&4|309&2|271&4|358&3|266&2|680&2|879&2
323&4|1025&4|127&4|1620&4|300&5|258&4|873&4|291&4|1610&3|125&4|237&4|333&3;257&5|117&4|597&4|298&4;323&4|1025&4|127&4|1620&4|300&5|258&4|873&4|291&4|1610&3|125&4|237&4|333&3|257&5|117&4|597&4|298&4
690&3|210&2|50&4|418&3|276&3|12&4|478&4|423&3|189&3|357&5|227&1|156&3;430&2|9&5|461&4|195&4;690&3|210&2|50&4|418&3|276&3|12&4|478&4|423&3|189&3|357&5|227&1|156&3|430&2|9&5|461&4|195&4
303&3|340&1|321&1|288&4|269&5|328&3|1062&5|887&4|286&3|242&5|268&5|319&5;883&4|316&4|910&1|312&4;303&3|340&1|321&1|288&4|269&5|328&3|1062&5|887&4|286&3|242&5|268&5|319&5|883&4|316&4|910&1|312&4
635&4|436&3|268&4|288&4|64&5|161&3|210&3|53&3|482&3|273&4|153&3|695&5;986&1|470&4|943&4|628&4;635&4|436&3|268&4|288&4|64&5|161&3|210&3|53&3|482&3|273&4|153&3|695&5|986&1|470&4|943&4|628&4
327&2|319&5|344&4|304&3|288&1|900&3|269&5|887&2|1062&5|316&1|750&5|258&4;902&4|884&4|312&1|321&4;327&2|319&5|344&4|304&3|288&1|900&3|269&5|887&2|1062&5|316&1|750&5|258&4|902&4|884&4|312&1|321&4
288&1|216&4|100&5|661&2|498&4|172&4|526&5|22&5|359&5|751&3|286&2|56&4;465&1|969&1|132&4|187&4;288&1|216&4|100&5|661&2|498&4|172&4|526&5|22&5|359&5|751&3|286&2|56&4|465&1|969&1|132&4|187&4
742&3|300&5|323&3|111&3|879&3|259&1|313&5|286&1|682&3|322&4|275&4|893&3;274&4|763&4|298&5|237&5;742&3|300&5|323&3|111&3|879&3|259&1|313&5|286&1|682&3|322&4|275&4|893&3|274&4|763&4|298&5|237&5
332&3|538&5|751&4|342&3|281&3|248&5|293&4|471&4|24&4|148&3|117&4|127&5;827&1|1254&3|931&3|322&1;332&3|538&5|751&4|342&3|281&3|248&5|293&4|471&4|24&4|148&3|117&4|127&5|827&1|1254&3|931&3|322&1
88&4|196&5|313&4|302&5|451&5|919&2|566&3|518&4|33&4|312&3|284&4|100&5;255&4|251&5|535&3|1221&3;88&4|196&5|313&4|302&5|451&5|919&2|566&3|518&4|33&4|312&3|284&4|100&5|255&4|251&5|535&3|1221&3
300&1|194&4|322&3|484&5|527&4|504&3|180&2|294&5|183&1|657&5|172&3|328&3;134&4|211&4|89&3|673&1;300&1|194&4|322&3|484&5|527&4|504&3|180&2|294&5|183&1|657&5|172&3|328&3|134&4|211&4|89&3|673&1
568&4|88&4|22&5|12&5|13&4|181&3|64&5|174&4|480&5|405&3|172&3|271&4;210&3|686&5|409&4|290&2;568&4|88&4|22&5|12&5|13&4|181&3|64&5|174&4|480&5|405&3|172&3|271&4|210&3|686&5|409&4|290&2
549&5|462&3|132&4|97&5|515&4|483&4|651&5|304&3|923&5|100&4|292&4|507&3;633&4|735&4|435&2|265&3;549&5|462&3|132&4|97&5|515&4|483&4|651&5|304&3|923&5|100&4|292&4|507&3|633&4|735&4|435&2|265&3
121&4|742&3|265&4|196&5|943&3|208&4|182&4|647&2|322&3|1070&3|513&4|511&4;402&3|1231&3|231&3|1487&3;121&4|742&3|265&4|196&5|943&3|208&4|182&4|647&2|322&3|1070&3|513&4|511&4|402&3|1231&3|231&3|1487&3
